0,730
1,736
2,746
3,756
4,779
5,812
6,841
7,841
8,850
9,856
10,580
11,917
12,893
13,872
14,858
15,844
16,830
17,825
18,778
19,776
20,778
21,771
22,762
23,773
24,798
25,814
26,827
27,840
28,849
29,866
30,886
31,901
32,901
33,906
34,260
35,766
36,1014
37,991
38,966
39,944
40,924
41,902
42,883
43,867
44,847
45,831
46,817
47,801
48,787
49,774
50,761
51,750
52,741
53,731
54,720
55,710
56,702
57,691
58,683
59,675
60,667
61,660
62,653
63,646
64,640
65,634
66,628
67,623
68,617
69,612
70,608
71,603
72,599
73,595
74,591
75,589
76,586
77,583
78,581
79,578
80,575
81,573
82,571
83,569
84,568
85,566
86,565
87,564
88,563
89,563
90,562
91,561
92,561
93,561
94,561
95,562
96,563
97,563
98,564
99,565
100,566
101,567
102,568
103,570
104,572
105,574
106,576
107,578
108,581
109,584
110,587
111,590
112,594
113,598
114,602
115,606
116,610
117,615
118,620
119,625
120,631
121,637
122,644
123,650
124,657
125,665
126,671
127,675
128,682
129,690
130,699
131,710
132,720
133,730
134,742
135,753
136,767
137,780
138,793
139,808
140,823
141,841
142,857
143,877
144,898
145,917
146,958
147,985
148,1020
149,1038
150,1067
151,1104
152,1164
153,1155
154,1184
155,1256
156,1274
157,1122
158,1308
159,1346
160,1066
161,339
162,1025
163,1176
164,1172
165,805
166,784
167,977
168,971
169,966
170,963
171,959
172,956
173,953
174,950
175,948
176,946
177,945
178,944
179,942
180,941
181,940
182,939
183,938
184,939
185,939
186,940
187,941
188,942
189,943
190,944
191,946
192,949
193,951
194,953
195,958
196,960
197,964
198,968
199,973
200,977
201,983
202,987
203,991
204,995
205,1002
206,1009
207,1015
208,1024
209,1031
210,1040
211,1049
212,1058
213,1068
214,1078
215,1089
216,1100
217,1113
218,1125
219,1137
220,1151
221,1414
222,1348
223,841
224,1031
225,1711
226,785
227,2671
228,2602
229,1590
230,2528
231,2505
232,2474
233,2406
234,1662
235,1294
236,2262
237,1412
238,2346
239,2340
240,1318
241,1592
242,2707
243,2550
244,2381
245,2753
246,2978
247,2997
248,2977
249,2953
250,2939
251,2921
252,2907
253,2893
254,2878
255,2858
256,2840
257,1619
258,2562
259,1160
260,2732
261,2415
262,2241
263,1443
264,1826
265,2606
266,2629
267,321
268,946
269,947
270,1634
271,2538
272,2697
273,929
274,0
275,388
276,217
277,243
278,857
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,765
290,1636
291,1643
292,1650
293,1660
294,1673
295,1687
296,1339
297,0
298,0
299,786
300,769
301,761
302,753
303,747
304,698
305,689
306,689
307,680
308,687
309,649
310,722
311,618
312,678
313,699
314,714
315,688
316,758
317,730
318,744
319,771
320,747
321,744
322,640
323,717
324,741
325,774
326,756
327,749
328,756
329,613
330,295
331,401
332,531
333,512
334,496
335,480
336,469
337,459
338,447
339,439
340,428
341,420
342,417
343,411
344,407
345,407
346,403
347,403
348,404
349,405
350,408
351,410
352,0
353,414
354,421
355,348
356,468
357,718
358,719
359,724
