0,1401
1,896
2,2298
3,1405
4,1441
5,1595
6,1502
7,2313
8,953
9,1630
10,309
11,0
12,1157
13,2310
14,2324
15,2320
16,2336
17,2332
18,2358
19,0
20,2344
21,2342
22,2353
23,2361
24,2377
25,2390
26,2400
27,2416
28,2431
29,2446
30,2462
31,2480
32,2499
33,2517
34,2537
35,2561
36,2580
37,2602
38,1209
39,3997
40,4033
41,3972
42,2363
43,3355
44,3721
45,1727
46,2122
47,3410
48,3396
49,3351
50,3310
51,2955
52,3286
53,2930
54,3318
55,3158
56,2039
57,2680
58,2700
59,2667
60,2610
61,2719
62,2700
63,1617
64,2336
65,730
66,2728
67,2737
68,2716
69,1354
70,1818
71,2797
72,1392
73,2076
74,3121
75,2384
76,1491
77,1837
78,3238
79,2107
80,2608
81,3696
82,3517
83,3409
84,3761
85,3747
86,3738
87,2301
88,3016
89,3391
90,801
91,3735
92,3726
93,3728
94,0
95,3723
96,3723
97,2207
98,2216
99,3725
100,3704
101,3730
102,3737
103,3745
104,3753
105,3764
106,3775
107,3790
108,3801
109,3815
110,3825
111,3836
112,3851
113,3869
114,3890
115,3911
116,3930
117,3953
118,3972
119,4000
120,4025
121,4048
122,4075
123,4107
124,4135
125,4163
126,4192
127,4224
128,3042
129,3216
130,4094
131,2773
132,1848
133,0
134,171
135,1186
136,2237
137,2266
138,1866
139,1620
140,2298
141,1751
142,2779
143,2870
144,665
145,1497
146,2268
147,1765
148,1494
149,1668
150,3109
151,3088
152,2551
153,0
154,0
155,0
156,0
157,415
158,616
159,0
160,1864
161,2378
162,2490
163,2482
164,2672
165,2850
166,359
167,1222
168,218
169,0
170,586
171,2353
172,2493
173,217
174,1274
175,2243
176,2702
177,2681
178,2673
179,970
180,258
181,2302
182,428
183,4281
184,4179
185,730
186,1272
187,2516
188,2254
189,0
190,751
191,405
192,0
193,1376
194,2743
195,0
196,0
197,0
198,79
199,219
200,425
201,533
202,316
203,424
204,467
205,457
206,450
207,444
208,440
209,437
210,436
211,436
212,437
213,437
214,438
215,438
216,184
217,364
218,486
219,483
220,480
221,478
222,477
223,477
224,477
225,478
226,479
227,483
228,486
229,491
230,495
231,501
232,510
233,519
234,529
235,542
236,555
237,570
238,591
239,611
240,634
241,649
242,286
243,747
244,483
245,1075
246,1161
247,1149
248,1139
249,1130
250,1122
251,1114
252,1106
253,1099
254,1090
255,1082
256,1076
257,1068
258,1062
259,1056
260,1049
261,1044
262,1040
263,1035
264,1031
265,1027
266,1024
267,1021
268,1019
269,1016
270,1012
271,1011
272,1011
273,1011
274,1011
275,607
276,627
277,716
278,242
279,0
280,0
281,0
282,0
283,0
284,687
285,837
286,582
287,724
288,957
289,1036
290,992
291,1056
292,992
293,705
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,790
322,576
323,745
324,1515
325,1597
326,1662
327,1674
328,1758
329,1754
330,1766
331,1888
332,1919
333,1405
334,1538
335,1164
336,1677
337,2196
338,1139
339,2436
340,1458
341,1725
342,1348
343,1959
344,1420
345,0
346,0
347,360
348,0
349,1164
350,1303
351,1236
352,2310
353,1976
354,1818
355,1953
356,1864
357,2303
358,2302
359,767
