0,0
1,0
2,0
3,0
4,391
5,705
6,706
7,725
8,718
9,703
10,683
11,686
12,675
13,445
14,676
15,678
16,691
17,699
18,0
19,0
20,1576
21,2347
22,2353
23,2364
24,2379
25,2392
26,2407
27,2422
28,2441
29,2458
30,2473
31,2493
32,2365
33,2789
34,2754
35,2761
36,2847
37,2749
38,1104
39,4235
40,3941
41,3875
42,3080
43,3486
44,3660
45,2021
46,2846
47,3319
48,3355
49,3313
50,3310
51,3068
52,3295
53,3317
54,3390
55,2856
56,1619
57,2925
58,2964
59,2557
60,2240
61,2638
62,2628
63,2256
64,2505
65,2698
66,2738
67,2734
68,2710
69,1616
70,1528
71,2797
72,2786
73,1631
74,3123
75,1787
76,2368
77,1924
78,3413
79,1457
80,3081
81,3794
82,3758
83,3756
84,3748
85,3736
86,3727
87,1405
88,3188
89,2660
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,3439
100,3706
101,3732
102,3737
103,3745
104,3754
105,3764
106,3777
107,3790
108,3802
109,3817
110,3827
111,3837
112,3850
113,3870
114,3891
115,3908
116,3932
117,3953
118,3974
119,4003
120,4024
121,4049
122,4077
123,4106
124,4134
125,4165
126,4192
127,4227
128,4264
129,1756
130,4089
131,3763
132,3235
133,275
134,0
135,594
136,2240
137,2162
138,2106
139,1410
140,2233
141,1537
142,2818
143,2539
144,654
145,1617
146,2144
147,1631
148,1454
149,1456
150,3111
151,3088
152,2162
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,2389
161,2888
162,2873
163,2865
164,2857
165,2845
166,0
167,0
168,0
169,0
170,763
171,2522
172,2495
173,563
174,1294
175,1526
176,1749
177,2501
178,2196
179,1209
180,644
181,1965
182,1175
183,3574
184,3327
185,919
186,2528
187,2336
188,1986
189,577
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,260
200,170
201,523
202,332
203,313
204,469
205,456
206,448
207,442
208,438
209,433
210,429
211,429
212,430
213,430
214,431
215,433
216,386
217,101
218,482
219,481
220,478
221,475
222,473
223,473
224,473
225,474
226,475
227,477
228,480
229,485
230,491
231,499
232,508
233,520
234,534
235,550
236,566
237,587
238,603
239,620
240,636
241,657
242,97
243,170
244,1184
245,1171
246,1160
247,1149
248,1139
249,1130
250,1124
251,1116
252,1107
253,1099
254,1091
255,1057
256,1076
257,1069
258,1062
259,1057
260,1051
261,1045
262,1041
263,1036
264,1032
265,1028
266,1025
267,1022
268,1019
269,1016
270,1012
271,1012
272,1011
273,1011
274,1011
275,723
276,502
277,388
278,302
279,0
280,0
281,0
282,0
283,0
284,834
285,966
286,623
287,717
288,1042
289,1046
290,1054
291,1057
292,699
293,580
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,485
322,268
323,217
324,1254
325,1394
326,1335
327,1379
328,1434
329,920
330,783
331,846
332,618
333,750
334,742
335,791
336,729
337,591
338,720
339,763
340,760
341,671
342,301
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
