0,629
1,631
2,534
3,754
4,924
5,861
6,877
7,984
8,915
9,698
10,892
11,893
12,729
13,825
14,818
15,796
16,751
17,795
18,790
19,1073
20,781
21,751
22,723
23,733
24,741
25,763
26,750
27,747
28,926
29,803
30,792
31,829
32,822
33,839
34,423
35,756
36,908
37,1038
38,895
39,872
40,860
41,688
42,884
43,866
44,848
45,796
46,902
47,756
48,750
49,756
50,730
51,712
52,721
53,693
54,680
55,817
56,666
57,648
58,649
59,645
60,641
61,624
62,619
63,622
64,723
65,617
66,628
67,623
68,644
69,627
70,609
71,604
72,736
73,548
74,544
75,543
76,608
77,617
78,620
79,610
80,609
81,778
82,609
83,622
84,565
85,603
86,633
87,633
88,611
89,698
90,806
91,562
92,561
93,561
94,556
95,605
96,563
97,589
98,609
99,557
100,603
101,613
102,632
103,572
104,618
105,624
106,638
107,574
108,718
109,683
110,696
111,757
112,714
113,773
114,759
115,587
116,611
117,782
118,617
119,621
120,642
121,670
122,675
123,659
124,674
125,688
126,599
127,697
128,696
129,562
130,568
131,598
132,664
133,722
134,751
135,798
136,711
137,723
138,769
139,842
140,741
141,837
142,811
143,849
144,953
145,869
146,901
147,914
148,925
149,870
150,1007
151,977
152,962
153,1153
154,1034
155,1106
156,1023
157,879
158,901
159,937
160,932
161,564
162,931
163,1058
164,1122
165,1040
166,869
167,845
168,772
169,906
170,873
171,1025
172,866
173,888
174,876
175,878
176,815
177,804
178,785
179,763
180,838
181,771
182,766
183,707
184,781
185,731
186,941
187,941
188,942
189,1087
190,944
191,827
192,917
193,872
194,780
195,831
196,883
197,1002
198,1053
199,908
200,1067
201,786
202,893
203,769
204,923
205,1059
206,964
207,877
208,1114
209,994
210,941
211,1204
212,1017
213,1283
214,1078
215,1089
216,1084
217,1083
218,1037
219,1277
220,1009
221,1050
222,1447
223,989
224,1217
225,1457
226,732
227,2014
228,2040
229,1295
230,1770
231,2142
232,2146
233,1900
234,1416
235,1509
236,2261
237,1323
238,2061
239,1976
240,1476
241,1058
242,1965
243,1989
244,2030
245,1888
246,2298
247,2315
248,2150
249,2218
250,2173
251,2345
252,2042
253,2125
254,2228
255,2404
256,2187
257,1752
258,1875
259,1181
260,2530
261,2472
262,1596
263,1782
264,1986
265,2388
266,1885
267,538
268,1433
269,987
270,1284
271,1591
272,1906
273,815
274,610
275,486
276,472
277,380
278,738
279,365
280,488
281,349
282,390
283,150
284,59
285,0
286,416
287,335
288,392
289,1041
290,1311
291,1222
292,1053
293,1302
294,1470
295,1376
296,1017
297,486
298,774
299,452
300,482
301,967
302,879
303,1022
304,1120
305,1174
306,597
307,921
308,459
309,462
310,604
311,469
312,705
313,701
314,866
315,567
316,782
317,748
318,788
319,830
320,1016
321,1153
322,908
323,1268
324,1274
325,1347
326,1463
327,1302
328,1325
329,1202
330,1364
331,927
332,392
333,501
334,797
335,669
336,1145
337,849
338,855
339,1005
340,498
341,536
342,671
343,589
344,404
345,400
346,399
347,419
348,423
349,406
350,336
351,463
352,1033
353,566
354,435
355,473
356,316
357,655
358,622
359,615
